type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/objectid,properties/featureid,properties/TextString,properties/nombalfa,properties/alias,properties/zona,properties/tipovia,properties/om,properties/descripcion
Feature,ubicacionvias2.175,Point,-68.12535655,-16.49680055,geom,3709,771,"Saavedra, Bautista",Saavedra,Saavedra,Miraflores,pje., ,pje. Saavedra (Miraflores)
Feature,ubicacionvias2.176,Point,-68.14556557,-16.49929057,geom,7676,773,"Ramallo, Mariano","Ramallo, Mariano",Mariano Ramallo,Los Andes,c., ,c. Mariano Ramallo (Los Andes)
Feature,ubicacionvias2.177,Point,-68.13603738,-16.50088962,geom,7708,777,"Paredes Candia, Antonio","Paredes Candia, Antonio",Antonio Paredes Candia,Belén,c., ,c. Antonio Paredes Candia (Belén)
Feature,ubicacionvias2.178,Point,-68.14037645,-16.50024984,geom,1479,783,"Calderón, E.","Calderón, Emilio",Emilio Calderón,Belén,c., ,c. Emilio Calderón (Belén)
Feature,ubicacionvias2.179,Point,-68.13208493,-16.50148981,geom,1165,788,Campero,Campero,Campero,Central,c., ,c. Campero (Central)
Feature,ubicacionvias2.180,Point,-68.13367647,-16.4992262,geom,7567,792,"Camacho, E.","Camacho, Eliodoro",Eliodoro Camacho,Central,av., ,av. Eliodoro Camacho (Central)
Feature,ubicacionvias2.181,Point,-68.1381386,-16.49239512,geom,590,798,Bozo,Bozo,Bozo,San Sebastián,c., ,c. Bozo (San Sebastián)
Feature,ubicacionvias2.182,Point,-68.13820496,-16.49422384,geom,1195,801,Tiquina,Tiquina,Tiquina,San Sebastián,c., ,c. Tiquina (San Sebastián)
Feature,ubicacionvias2.183,Point,-68.13909704,-16.49242752,geom,1896,804,Inca Mayta Kápac,Inca Mayta Kápac,Inca Mayta Kápac,San Sebastián,c., ,c. Inca Mayta Kápac (San Sebastián)
Feature,ubicacionvias2.184,Point,-68.13772083,-16.4939766,geom,1083,807,"Valle, Evaristo","Valle, Evaristo",Evaristo Valle,San Sebastián,pje., ,pje. Evaristo Valle (San Sebastián)
Feature,ubicacionvias2.185,Point,-68.13754173,-16.49312578,geom,7999,808,"Serrano, José M.","Serrano, José María",José María Serrano,San Sebastián,c., ,c. José María Serrano (San Sebastián)
Feature,ubicacionvias2.186,Point,-68.13865327,-16.49446589,geom,172,810,Figueroa,Figueroa,Figueroa,El Rosario,c., ,c. Figueroa (El Rosario)
Feature,ubicacionvias2.187,Point,-68.1470055,-16.50623533,geom,7782,812,"Lamar, José","Lamar, José",José Lamar,Villa Nuevo Potosí,c., ,c. José Lamar (Villa Nuevo Potosí)
Feature,ubicacionvias2.188,Point,-68.12731865,-16.49295202,geom,843,813,Cacique Uturuncu,Cacique Uturuncu,Cacique Uturuncu,San Juan,c., ,c. Cacique Uturuncu (San Juan)
Feature,ubicacionvias2.189,Point,-68.13127016,-16.50097922,geom,644,814,"Núñez del Prado, Marina","Núñez del Prado, Marina",Marina Núñez del Prado,Central,pje., ,pje. Marina Núñez del Prado (Central)
Feature,ubicacionvias2.190,Point,-68.13397955,-16.49709448,geom,169,821,Ayacucho,Ayacucho,Ayacucho,Central,c., ,c. Ayacucho (Central)
Feature,ubicacionvias2.191,Point,-68.12797191,-16.49746392,geom,347,824,Yungas,Yungas,Yungas,Santa Barbara,c., ,c. Yungas (Santa Barbara)
Feature,ubicacionvias2.192,Point,-68.13182649,-16.49959244,geom,105,827,Bueno,Bueno,Bueno,Santa Barbara,c., ,c. Bueno (Santa Barbara)
Feature,ubicacionvias2.193,Point,-68.13636151,-16.50046504,geom,544,828,Belzu,Belzu,Belzu,Belén,c., ,c. Belzu (Belén)
Feature,ubicacionvias2.194,Point,-68.1475773,-16.50489219,geom,8228,841,Guamán Poma de Ayala,Guamán Poma de Ayala,Guamán Poma de Ayala,Villa Nuevo Potosí,c., ,c. Guamán Poma de Ayala (Villa Nuevo Potosí)
Feature,ubicacionvias2.195,Point,-68.13321779,-16.50448593,geom,1078,842,"Castrillo, Capitán","Castrillo, Capitán",Capitán Castrillo,San Pedro,c., ,c. Capitán Castrillo (San Pedro)
Feature,ubicacionvias2.196,Point,-68.13647335,-16.50455318,geom,1122,843,Batallón Sucre,Batallón Sucre,Batallón Sucre,San Pedro,c., ,c. Batallón Sucre (San Pedro)
Feature,ubicacionvias2.197,Point,-68.12916074,-16.50374384,geom,1258,848,"Zuazo, Federico","Zuazo, Federico",Federico Zuazo,Central,c., ,c. Federico Zuazo (Central)
Feature,ubicacionvias2.198,Point,-68.1263516,-16.50517593,geom,523,850,"Soria, Jorge","Soria, Jorge",Jorge Soria,San Jorge,c., ,c. Jorge Soria (San Jorge)
Feature,ubicacionvias2.199,Point,-68.14375839,-16.50573083,geom,7893,867,"Puertas, Coronel Blas","Puertas, Coronel Blas",Coronel Blas Puertas,Villa Nuevo Potosí,c., ,c. Coronel Blas Puertas (Villa Nuevo Potosí)
Feature,ubicacionvias2.200,Point,-68.13483686,-16.50653754,geom,8117,885,"Ondarza, Abel","Ondarza, Abel",Abel Ondarza,San Pedro,c., ,c. Abel Ondarza (San Pedro)
Feature,ubicacionvias2.201,Point,-68.12688911,-16.50558211,geom,2001,886,"Eduardo, Isaac","Eduardo, Isaac",Isaac Eduardo,San Jorge,pje., ,pje. Isaac Eduardo (San Jorge)
Feature,ubicacionvias2.202,Point,-68.12775512,-16.50606595,geom,1803,891,Esmeralda,Esmeralda,Esmeralda,San Jorge,pje., ,pje. Esmeralda (San Jorge)
Feature,ubicacionvias2.203,Point,-68.13901834,-16.50357495,geom,8140,895,"Sisa, Bartolina","Sisa, Bartolina",Bartolina Sisa,San Pedro,c., ,c. Bartolina Sisa (San Pedro)
Feature,ubicacionvias2.204,Point,-68.14205851,-16.50415422,geom,1169,906,Santivañez,Santivañez,Santivañez,San Pedro Alto,c., ,c. Santivañez (San Pedro Alto)
Feature,ubicacionvias2.205,Point,-68.14645195,-16.50625862,geom,212,915,4 de Mayo,4 de Mayo,4 de Mayo,Villa Nuevo Potosí,c., ,c. 4 de Mayo (Villa Nuevo Potosí)
Feature,ubicacionvias2.206,Point,-68.10692956,-16.50419106,geom,8110,925,"Loayza, Carlo","Loayza, Carlo",Carlo Loayza,Villa Litoral,pje., ,pje. Carlo Loayza (Villa Litoral)
Feature,ubicacionvias2.207,Point,-68.10611588,-16.49631547,geom,8317,926,Álamos,Álamos,Los Álamos,Pampahasi,c., ,c. Los Álamos (Pampahasi)
Feature,ubicacionvias2.208,Point,-68.10270325,-16.50617568,geom,2408,928,C. 18,18,18,Pampahasi,c., ,c. 18 (Pampahasi)
Feature,ubicacionvias2.209,Point,-68.10152591,-16.5046284,geom,2386,929,C. 4,4,4,Pampahasi,c., ,c. 4 (Pampahasi)
Feature,ubicacionvias2.210,Point,-68.12163717,-16.49658768,geom,1931,932,Puerto Príncipe,Puerto Príncipe,Puerto Príncipe,Miraflores,c., ,c. Puerto Príncipe (Miraflores)
Feature,ubicacionvias2.211,Point,-68.1219296,-16.49944628,geom,1522,951,"Estrada, Hugo","Estrada, Hugo",Capitán Hugo Estrada,Miraflores,c., ,c. Capitán Hugo Estrada (Miraflores)
Feature,ubicacionvias2.212,Point,-68.1251226,-16.49821489,geom,7739,955,"Posnasky, Arturo","Posnasky, Arturo",Arturo Posnasky,Miraflores,c., ,c. Arturo Posnasky (Miraflores)
Feature,ubicacionvias2.213,Point,-68.12195442,-16.50267807,geom,1844,956,"Saracho, Misael","Saracho, Misael",Misael Saracho,Miraflores Sur,c., ,c. Misael Saracho (Miraflores Sur)
Feature,ubicacionvias2.570,Point,-68.08377353,-16.51244285,geom,3147,2752,C. 9,9,9,Alto Irpavi,c., ,c. 9 (Alto Irpavi)
Feature,ubicacionvias2.214,Point,-68.12329409,-16.50169208,geom,7737,960,"Gamarra, Francisco","Gamarra, Francisco",Francisco Gamarra,Miraflores Sur,c., ,c. Francisco Gamarra (Miraflores Sur)
Feature,ubicacionvias2.215,Point,-68.12084446,-16.50565389,geom,862,968,Lorini,Lorini,Lorini,Miraflores Sur,c., ,c. Lorini (Miraflores Sur)
Feature,ubicacionvias2.216,Point,-68.11381087,-16.50546153,geom,597,970,Gringo Jahuira,Gringo Jahuira,Gringo Jahuira,Villa Armonía,av., ,av. Gringo Jahuira (Villa Armonía)
Feature,ubicacionvias2.217,Point,-68.11329193,-16.50669553,geom,2143,972,Litoral,Litoral,Litoral,Villa Armonía,c., ,c. Litoral (Villa Armonía)
Feature,ubicacionvias2.218,Point,-68.11662471,-16.49791527,geom,440,977,Venezuela,Venezuela,Venezuela,San Antonio,av., ,av. Venezuela (San Antonio)
Feature,ubicacionvias2.219,Point,-68.12255585,-16.50372242,geom,1542,984,"Prudencio, Fermín","Prudencio, Fermín",Fermín Prudencio,Miraflores Sur,c., ,c. Fermín Prudencio (Miraflores Sur)
Feature,ubicacionvias2.220,Point,-68.11065811,-16.5000351,geom,3624,985,C. 10,10,10,San Antonio,c., ,c. 10 (San Antonio)
Feature,ubicacionvias2.221,Point,-68.11616734,-16.50287628,geom,1392,987,Guindal,Guindal,El Guindal,Miraflores Sur,pje., ,pje. El Guindal (Miraflores Sur)
Feature,ubicacionvias2.222,Point,-68.10202699,-16.50422098,geom,1079,991,Callapa,Callapa,Callapa,Pampahasi,c., ,c. Callapa (Pampahasi)
Feature,ubicacionvias2.223,Point,-68.10189283,-16.5032207,geom,3938,997,C. G,G,G,Pampahasi,c., ,c. G (Pampahasi)
Feature,ubicacionvias2.224,Point,-68.112775,-16.50302656,geom,2921,1003,Jazmines,Jazmines,Jazmines,San Antonio,c., ,c. Jazmines (San Antonio)
Feature,ubicacionvias2.225,Point,-68.11048489,-16.50557841,geom,3724,1007,Pj. A,A,A,San Antonio,pje., ,pje. A (San Antonio)
Feature,ubicacionvias2.226,Point,-68.12274036,-16.50555661,geom,8192,1008,"Lenz, Benjamin","Lenz, Benjamin",Benjamin Lenz,Miraflores Sur,pje., ,pje. Benjamin Lenz (Miraflores Sur)
Feature,ubicacionvias2.227,Point,-68.1020884,-16.50372873,geom,722,1015,C. 7-A,7-A,7-A,Pampahasi,c., ,c. 7-A (Pampahasi)
Feature,ubicacionvias2.228,Point,-68.11920047,-16.50580395,geom,1551,1017,"Sanjinés, Claudio","Sanjinés, Claudio",Claudio Sanjinés,Miraflores Sur,c., ,c. Claudio Sanjinés (Miraflores Sur)
Feature,ubicacionvias2.229,Point,-68.11827857,-16.50527037,geom,1658,1026,"Muñoz Reyes, Víctor","Muñoz Reyes, Víctor",Víctor Muñoz Reyes,Miraflores Sur,c., ,c. Víctor Muñoz Reyes (Miraflores Sur)
Feature,ubicacionvias2.230,Point,-68.1188411,-16.50483209,geom,1292,1027,"Mariaca, Manuel","Mariaca, Manuel",Manuel Mariaca,Miraflores Sur,c., ,c. Manuel Mariaca (Miraflores Sur)
Feature,ubicacionvias2.231,Point,-68.08063957,-16.50199894,geom,3559,1033,Av. 1,1,1,Irpavi II,av., ,av. 1 (Irpavi II)
Feature,ubicacionvias2.232,Point,-68.0993751,-16.50538125,geom,3993,1034,15 de Agosto,15 de Agosto,15 de Agosto,Kupini,c., ,c. 15 de Agosto (Kupini)
Feature,ubicacionvias2.233,Point,-68.08144669,-16.50331575,geom,422,1037,Aruntaya,Aruntaya,Aruntaya,Irpavi II,av., ,av. Aruntaya (Irpavi II)
Feature,ubicacionvias2.234,Point,-68.10091114,-16.49251524,geom,2068,1040,C. 5,5,5,Villa Salomé,c., ,c. 5 (Villa Salomé)
Feature,ubicacionvias2.235,Point,-68.08110825,-16.5023418,geom,7473,1042,C. 1,1,1,Irpavi II,c., ,c. 1 (Irpavi II)
Feature,ubicacionvias2.236,Point,-68.08084638,-16.50406903,geom,866,1043,Ruiseñor,Ruiseñor,Ruiseñor,El Vergel,c., ,c. Ruiseñor (El Vergel)
Feature,ubicacionvias2.237,Point,-68.08168597,-16.50393625,geom,68,1056,Colibrí,Colibrí,Colibrí,El Vergel,c., ,c. Colibrí (El Vergel)
Feature,ubicacionvias2.238,Point,-68.09852495,-16.50647071,geom,7503,1059,C. 5,5,5,Kupini,c., ,c. 5 (Kupini)
Feature,ubicacionvias2.239,Point,-68.09874654,-16.5061994,geom,2962,1061,C. 2,2,2,Kupini,c., ,c. 2 (Kupini)
Feature,ubicacionvias2.240,Point,-68.09627798,-16.50582142,geom,8859,1063,Pj. 5,5,5,Kupini,pje., ,pje. 5 (Kupini)
Feature,ubicacionvias2.241,Point,-68.09770038,-16.50608432,geom,7846,1065,Cristian,Cristian,Cristian,Kupini,c., ,c. Cristian (Kupini)
Feature,ubicacionvias2.242,Point,-68.09165255,-16.51566644,geom,2642,1076,C. 14,14,14,Bolognia,c., ,c. 14 (Bolognia)
Feature,ubicacionvias2.243,Point,-68.10775727,-16.51712591,geom,7663,1080,C. 6-C,6-C,6-C,Alto Obrajes,c., ,c. 6-C (Alto Obrajes)
Feature,ubicacionvias2.244,Point,-68.1047787,-16.50873192,geom,3315,1082,Bolívar,Bolívar,Bolívar,San Isidro,c., ,c. Bolívar (San Isidro)
Feature,ubicacionvias2.245,Point,-68.10641626,-16.51091955,geom,3398,1086,Rosas,Rosas,Las Rosas,San Isidro,c., ,c. Las Rosas (San Isidro)
Feature,ubicacionvias2.246,Point,-68.10497251,-16.51236446,geom,874,1089,10 de Noviembre,10 de Noviembre,10 de Noviembre,San Isidro,c., ,c. 10 de Noviembre (San Isidro)
Feature,ubicacionvias2.247,Point,-68.10417702,-16.50794882,geom,7626,1100,Siñani,Siñani,Siñani,San Isidro,cj., ,cj. Siñani (San Isidro)
Feature,ubicacionvias2.248,Point,-68.10035132,-16.50795265,geom,3498,1108,6 de Agosto,6 de Agosto,6 de Agosto,Kupini,c., ,c. 6 de Agosto (Kupini)
Feature,ubicacionvias2.249,Point,-68.11053639,-16.51719644,geom,164,1113,Bahía,Bahía,Bahía,Cuarto Centenario,av., ,av. Bahía (Cuarto Centenario)
Feature,ubicacionvias2.250,Point,-68.10999757,-16.51617208,geom,3314,1115,C. 10,10,10,Cuarto Centenario,c., ,c. 10 (Cuarto Centenario)
Feature,ubicacionvias2.251,Point,-68.10372846,-16.50808962,geom,410,1123,"Rojas, Eduardo","Rojas, Eduardo",Eduardo Rojas,Kupini,c., ,c. Eduardo Rojas (Kupini)
Feature,ubicacionvias2.252,Point,-68.10820181,-16.50873823,geom,1037,1126,"Kundt, Hans","Kundt, Hans",Hans Kundt,Villa Armonía,c., ,c. Hans Kundt (Villa Armonía)
Feature,ubicacionvias2.253,Point,-68.10577557,-16.50844977,geom,1288,1129,América,América,América,San Isidro,c., ,c. América (San Isidro)
Feature,ubicacionvias2.254,Point,-68.11005886,-16.51203816,geom,2715,1136,27 de Mayo,27 de Mayo,27 de Mayo,Villa Armonía,c., ,c. 27 de Mayo (Villa Armonía)
Feature,ubicacionvias2.255,Point,-68.11093906,-16.50996226,geom,3799,1141,San José,San José,San José,Villa Armonía,c., ,c. San José (Villa Armonía)
Feature,ubicacionvias2.256,Point,-68.11000361,-16.51141847,geom,3240,1142,C. 6,6,6,Villa Armonía,c., ,c. 6 (Villa Armonía)
Feature,ubicacionvias2.257,Point,-68.11021925,-16.51162695,geom,8797,1144,C. 7,7,7,Villa Armonía,c., ,c. 7 (Villa Armonía)
Feature,ubicacionvias2.258,Point,-68.08835321,-16.51180142,geom,3383,1149,C. 2,2,2,Irpavi,c., ,c. 2 (Irpavi)
Feature,ubicacionvias2.259,Point,-68.10386865,-16.51830863,geom,7338,1150,C. 2,2,2,Alto Obrajes,c., ,c. 2 (Alto Obrajes)
Feature,ubicacionvias2.260,Point,-68.08867059,-16.50970343,geom,465,1152,Challapampa,Challapampa,Challapampa,Caliri,c., ,c. Challapampa (Caliri)
Feature,ubicacionvias2.261,Point,-68.09135531,-16.5076481,geom,371,1153,Marte,Marte,Marte,Caliri,c., ,c. Marte (Caliri)
Feature,ubicacionvias2.625,Point,-68.06233063,-16.51435609,geom,3361,2933,C. C,C,C,Achumani,c., ,c. C (Achumani)
Feature,ubicacionvias2.262,Point,-68.09025615,-16.50825682,geom,535,1155,Cruz del Sur,Cruz del Sur,Cruz del Sur,Caliri,av., ,av. Cruz del Sur (Caliri)
Feature,ubicacionvias2.263,Point,-68.09199306,-16.5076969,geom,3984,1156,Sauces,Sauces,Los Sauces,Caliri,c., ,c. Los Sauces (Caliri)
Feature,ubicacionvias2.264,Point,-68.10751675,-16.50696495,geom,356,1163,Baure,Baure,Baure,Villa Litoral,pje., ,pje. Baure (Villa Litoral)
Feature,ubicacionvias2.265,Point,-68.10379294,-16.50717311,geom,7326,1164,C. 6,6,6,Pampahasi,c., ,c. 6 (Pampahasi)
Feature,ubicacionvias2.266,Point,-68.09354997,-16.50691514,geom,1109,1167,Nuevo Amanecer,Nuevo Amanecer,Nuevo Amanecer,Kupini,c., ,c. Nuevo Amanecer (Kupini)
Feature,ubicacionvias2.267,Point,-68.1092591,-16.51939979,geom,3439,1185,C. 1-D,1-D,1-D,Alto Obrajes,c., ,c. 1-D (Alto Obrajes)
Feature,ubicacionvias2.268,Point,-68.10458638,-16.51916365,geom,7446,1208,6 de Junio,6 de Junio,6 de Junio,Alto Obrajes,c., ,c. 6 de Junio (Alto Obrajes)
Feature,ubicacionvias2.269,Point,-68.10776341,-16.52022301,geom,872,1213,"Gamarra, Raúl","Gamarra, Raúl",Raúl Gamarra,Alto Obrajes,av., ,av. Raúl Gamarra (Alto Obrajes)
Feature,ubicacionvias2.270,Point,-68.10847363,-16.51885012,geom,8391,1214,C. 3-D,3-D,3-D,Alto Obrajes,c., ,c. 3-D (Alto Obrajes)
Feature,ubicacionvias2.271,Point,-68.10255672,-16.51980334,geom,1543,1215,"Velasco, Lucio","Velasco, Lucio",Lucio Velasco K1,Alto Obrajes,c.,039/2002,c. Lucio Velasco K1 (Alto Obrajes)
Feature,ubicacionvias2.272,Point,-68.10274268,-16.5191104,geom,1004,1219,C. 1-M,1-M,1-M,Alto Obrajes,c., ,c. 1-M (Alto Obrajes)
Feature,ubicacionvias2.273,Point,-68.10835884,-16.51924828,geom,7580,1220,Integración,Integración,Integración,Alto Obrajes,c., ,c. Integración (Alto Obrajes)
Feature,ubicacionvias2.274,Point,-68.10905837,-16.52073864,geom,7775,1222,"Carrasco, Carlos","Carrasco, Carlos",Carlos Carrasco,Alto Obrajes,c., ,c. Carlos Carrasco (Alto Obrajes)
Feature,ubicacionvias2.275,Point,-68.10681488,-16.52092956,geom,1580,1223,"Rouma, Georges","Rouma, George",George Rouma,Alto Obrajes,c., ,c. George Rouma (Alto Obrajes)
Feature,ubicacionvias2.276,Point,-68.09144893,-16.51644566,geom,7431,1226,C. 15,15,15,Bolognia,c., ,c. 15 (Bolognia)
Feature,ubicacionvias2.277,Point,-68.11031016,-16.51653373,geom,3152,1227,C. 14,14,14,Cuarto Centenario,c., ,c. 14 (Cuarto Centenario)
Feature,ubicacionvias2.278,Point,-68.11007196,-16.51742101,geom,3278,1228,C. 12,12,12,Cuarto Centenario,c., ,c. 12 (Cuarto Centenario)
Feature,ubicacionvias2.279,Point,-68.10804267,-16.51740109,geom,1602,1229,C. 5-C,5-C,5-C,Alto Obrajes,c., ,c. 5-C (Alto Obrajes)
Feature,ubicacionvias2.280,Point,-68.11021996,-16.51702766,geom,3216,1231,C. 8,8,8,Cuarto Centenario,c., ,c. 8 (Cuarto Centenario)
Feature,ubicacionvias2.281,Point,-68.09038189,-16.5176613,geom,2994,1233,C. 4,4,4,Bolognia,c., ,c. 4 (Bolognia)
Feature,ubicacionvias2.282,Point,-68.09135121,-16.51886006,geom,2256,1235,C. 10,10,10,Bolognia,c., ,c. 10 (Bolognia)
Feature,ubicacionvias2.283,Point,-68.0914469,-16.51516772,geom,3484,1239,C. 5,5,5,Bolognia,c., ,c. 5 (Bolognia)
Feature,ubicacionvias2.284,Point,-68.09153272,-16.51434875,geom,2417,1247,C. 4,4,4,Bolognia,c., ,c. 4 (Bolognia)
Feature,ubicacionvias2.285,Point,-68.10683184,-16.51253921,geom,1975,1251,"Caroli, Rodolfo","Caroli, Rodolfo",Rodolfo Caroli,San Isidro,c., ,c. Rodolfo Caroli (San Isidro)
Feature,ubicacionvias2.286,Point,-68.10441985,-16.51084672,geom,2767,1260,Pj. A,A,A,San Isidro,pje., ,pje. A (San Isidro)
Feature,ubicacionvias2.287,Point,-68.10818326,-16.51186424,geom,3613,1262,Álamos,Álamos,Los Álamos,San Isidro,c., ,c. Los Álamos (San Isidro)
Feature,ubicacionvias2.288,Point,-68.10697834,-16.51076225,geom,12876,1262,Álamos,Álamos,Los Álamos,San Isidro,c., ,c. Los Álamos (San Isidro)
Feature,ubicacionvias2.289,Point,-68.10368746,-16.51149395,geom,2643,1270,Illimani,Illimani,Illimani,San Isidro,c., ,c. Illimani (San Isidro)
Feature,ubicacionvias2.290,Point,-68.1042873,-16.51185521,geom,8863,1274,Pisagua,Pisagua,Pisagua,San Isidro,c., ,c. Pisagua (San Isidro)
Feature,ubicacionvias2.291,Point,-68.08994849,-16.51155921,geom,2825,1278,C. 3,3,3,Caliri,c., ,c. 3 (Caliri)
Feature,ubicacionvias2.292,Point,-68.09051211,-16.51050168,geom,3608,1279,C. F,E,E,Caliri,c., ,c. E (Caliri)
Feature,ubicacionvias2.293,Point,-68.088477,-16.51053171,geom,3401,1283,Periférica,Periférica,Periférica,Irpavi,av., ,av. Periférica (Irpavi)
Feature,ubicacionvias2.294,Point,-68.08988532,-16.51081347,geom,2439,1286,Pj. 5,5,5,Caliri,pje., ,pje. 5 (Caliri)
Feature,ubicacionvias2.295,Point,-68.10573709,-16.50978297,geom,3096,1295,31 de Octubre,31 de Octubre,31 de Octubre,San Isidro,pje., ,pje. 31 de Octubre (San Isidro)
Feature,ubicacionvias2.296,Point,-68.10495614,-16.5091484,geom,1458,1314,Pagador,Pagador,Pagador,San Isidro,c., ,c. Pagador (San Isidro)
Feature,ubicacionvias2.297,Point,-68.10980463,-16.50847426,geom,3848,1319,C. 6,6,6,Villa Armonía,c., ,c. 6 (Villa Armonía)
Feature,ubicacionvias2.298,Point,-68.10153959,-16.50902187,geom,8541,1321,C. 24,24,24,Kupini,c., ,c. 24 (Kupini)
Feature,ubicacionvias2.299,Point,-68.10496606,-16.50819943,geom,1644,1322,Felipe,Felipe,Felipe,San Isidro,c., ,c. Felipe (San Isidro)
Feature,ubicacionvias2.300,Point,-68.10155868,-16.50943714,geom,3479,1335,C. A,A,A,Kupini,c., ,c. A (Kupini)
Feature,ubicacionvias2.301,Point,-68.10992206,-16.50893589,geom,1683,1338,"Linares, Nieves","Linares, Nieves",Nieves Linares,Villa Armonía,av., ,av. Nieves Linares (Villa Armonía)
Feature,ubicacionvias2.302,Point,-68.1073069,-16.50906479,geom,3588,1339,Libertad,Libertad,Libertad,San Isidro,pje., ,pje. Libertad (San Isidro)
Feature,ubicacionvias2.303,Point,-68.08933031,-16.50911595,geom,3481,1343,Cj. 1,1,1,Caliri,cj., ,cj. 1 (Caliri)
